ID,Category,Content,Penalty,Difficulty
1553,MINI-GAME,"Trò chơi 'Đoán Vị': Bịt mắt 1 người. Cho họ nếm 1 loại đồ uống pha chế (bia + nước ngọt + ...). Đoán đúng thành phần thì thoát, sai uống hết ly đó.","Vị giác kém uống hết",Taste
1554,MINI-GAME,"Trò chơi 'Xếp Hình Người': Chia 2 đội. Chủ xị hô chữ cái (VD: chữ A). Các thành viên phải nằm/đứng xếp thành hình chữ đó. Đội nào xếp chậm hoặc xấu hơn uống.","Đội thua uống",Physical
1555,MINI-GAME,"Trò chơi 'Ai Là Gián Điệp': Mọi người nhận được cùng 1 từ khóa (VD: Táo), trừ 1 người nhận từ khác (VD: Lê). Lần lượt mô tả. Ai bị cả bàn vote là Gián điệp thì uống.","Gián điệp bị bắt uống",Logic
1556,MINI-GAME,"Trò chơi 'Tay Súng Thiện Xạ': Chủ xị dùng tay làm súng 'bắn' vào ai. Người đó phải cúi xuống, 2 người bên cạnh người đó phải giơ tay 'đầu hàng'. Ai phản xạ sai uống.","Phản xạ chậm uống 1 ly",Reaction
1557,MINI-GAME,"Trò chơi 'Đếm Số La Mã': Đếm 1, 2, 3... Nhưng thay vì nói số 4 thì nói số La Mã (IV), số 5 là V... Ai loạn não uống.","Loạn não uống 1 ly",Brain
1558,MINI-GAME,"Trò chơi 'Bịt Mắt Bắt Dê Tại Bàn': Một người bịt mắt. Những người khác trêu chọc. Nếu người bịt mắt chạm được vào ai, người đó phải uống và thế chỗ.","Bị bắt uống 1 ly",Physical
1559,MINI-GAME,"Trò chơi 'Thả Thính Tập Thể': Chủ xị chỉ định 1 đối tượng. Mọi người lần lượt thả 1 câu thính. Ai thả thính 'nhạt' nhất hoặc vô duyên nhất (do đối tượng chấm) thì uống.","Thính thiu uống 1 ly",Fun
1560,MINI-GAME,"Trò chơi 'Nhìn Hình Đoán Chữ': Chủ xị mở 1 tấm ảnh meme/đuổi hình bắt chữ trên điện thoại. Ai đoán nhanh nhất được chỉ định người uống.","Chậm trí uống 1 ly",Brain
1561,MINI-GAME,"Trò chơi 'Liệt Kê Ngược': Chủ xị chọn chủ đề (VD: Con vật). Mọi người kể tên nhưng phải bắt đầu bằng chữ cái cuối của người trước. (Chó -> Ong -> Gà...). Ai bí uống.","Bí từ uống 1 ly",Brain
1562,MINI-GAME,"Trò chơi 'Cụng Ly Kiểu Mới': Mọi người cụng ly nhưng cấm phát ra tiếng động. Ai làm ly kêu 'Ceng' thì uống 2 ly.","Gây tiếng động uống 2 ly",Skill
1563,MINI-GAME,"Trò chơi 'Đoán Người Qua Ảnh Thơ Ấu': Mọi người gửi ảnh hồi bé cho chủ xị. Chủ xị show ảnh, cả bàn đoán xem đó là ai. Ai không ai đoán ra thì chủ nhân bức ảnh uống (vì dậy thì thành công quá).","Khác quá uống 1 ly",Fun
1564,MINI-GAME,"Trò chơi 'Gắp Đá': Dùng đũa gắp viên đá lạnh trơn trượt chuyền vòng quanh. Ai làm rơi đá thì uống.","Rơi đá uống 1 ly",Skill
1565,MINI-GAME,"Trò chơi 'Vòng Tròn Sự Thật': Mỗi người viết 1 bí mật nặc danh bỏ vào hộp. Bốc ngẫu nhiên đọc to lên. Cả bàn đoán xem là của ai. Nếu đoán đúng chủ nhân uống, đoán sai cả bàn uống.","Bị lộ tẩy uống 1 ly",Truth
1566,MINI-GAME,"Trò chơi 'Đua Thuyền Trên Cạn': Ngồi thành hàng dọc, chân người sau kẹp eo người trước. Dùng tay và mông di chuyển. Đội nào về đích trước thắng. Đội thua uống.","Đội thua uống",Physical
1567,MINI-GAME,"Trò chơi 'Hỏi Xoáy Đáp Xoay': Người A hỏi người B 1 câu. Người B không trả lời mà quay sang hỏi người C câu khác. Ai trả lời hoặc ngập ngừng thì thua.","Thua uống 1 ly",Brain
1568,MINI-GAME,"Trò chơi 'Tung Hứng': Cả bàn tung 1 quả bóng bay/giấy ăn lên không trung. Nhiệm vụ là thổi/đánh bóng không cho chạm đất. Ai làm bóng chạm đất (hoặc chạm bàn) ở vị trí mình thì uống.","Làm rơi bóng uống 1 ly",Action
1569,MINI-GAME,"Trò chơi 'Oẳn Tù Tì Môi': Thay vì dùng tay, dùng miệng nói (Búa - Mím môi, Kéo - Chu mỏ, Bao - Há miệng). Ai làm sai hoặc thua thì uống.","Thua uống 1 ly",Fun
1570,MINI-GAME,"Trò chơi 'Siêu Trí Nhớ': Người 1: 'Tôi đi bar'. Người 2: 'Tôi đi bar uống bia'. Người 3: 'Tôi đi bar uống bia ngắm gái'... Lặp lại và thêm 1 từ. Ai quên uống.","Trí nhớ cá vàng uống 1 ly",MemoryID,Category,Content,Penalty,Difficulty
1771,ITEM,"[SỰ KIỆN] Nhảy Cóc (Lẻ): Bắt đầu từ bạn là số 1. Những người ở vị trí Lẻ (1, 3, 5, 7...) theo chiều kim đồng hồ phải uống.","Team số Lẻ uống 1 ly",Position
1772,ITEM,"[SỰ KIỆN] Nhảy Cóc (Chẵn): Bắt đầu từ bạn là số 1. Những người ở vị trí Chẵn (2, 4, 6, 8...) theo chiều kim đồng hồ phải uống.","Team số Chẵn uống 1 ly",Position
1773,ITEM,"[SỰ KIỆN] Tam Giác Quỷ: Bạn chọn ra 2 người khác để tạo thành một hình tam giác đều (hoặc gần đều) với bạn. Cả 3 cùng uống.","Tam giác uống 1 ly",Position
1774,ITEM,"[SỰ KIỆN] Bắn Tỉa Xa: Người ngồi xa bạn nhất (đối diện) và 2 người ngồi cạnh người đó (tổng 3 người) bị dính đạn.","Phe đối diện uống 1 ly",Position
1775,ITEM,"[SỰ KIỆN] Lây Lan Cục Bộ: Bạn uống. Người bên Trái bạn uống. Người bên Trái của người đó uống. (Tổng 3 người liên tiếp).","3 người liên tiếp uống",Position
1776,ITEM,"[SỰ KIỆN] Phong Tỏa Biên Giới: Chỉ có Bạn và Người ngồi đối diện được AN TOÀN. Tất cả những người còn lại (hai bên sườn) phải uống.","Hai bên sườn uống 1 ly",Chaos
1777,ITEM,"[SỰ KIỆN] Cách 2 ô uống 1 ô: Bắt đầu từ bạn (Uống) -> Bỏ 2 người -> Người thứ 4 Uống -> Bỏ 2 người -> Người thứ 7 Uống.","Theo quy luật uống 1 ly",Math
1778,ITEM,"[SỰ KIỆN] Chia Bàn: Kẻ một đường thẳng tưởng tượng chia đôi bàn nhậu. Phe bên nào đông người hơn thì phe đó uống. Nếu bằng nhau thì phe có Bạn uống.","Phe đông dân uống 1 ly",War
1779,ITEM,"[SỰ KIỆN] Vệ Tinh: Bạn là Trái Đất (không uống). Hai người ngồi cạnh bạn là Mặt Trăng (Uống 1 ly). Những người còn lại là Sao Hỏa (Uống 2 ly).","Mọi người uống trừ bạn",Power
1780,GROUP_TRUTH,"Lý do: Ai đang ngồi ghế có dựa lưng? Vì sướng quá hóa rồ. (Ai ngồi ghế đẩu không dựa thì thoát).","Hội ghế dựa uống 1 ly",Position
1781,ITEM,"[SỰ KIỆN] So Le Ngược: Người ngồi vị trí 2, 4, 6... (tính từ bạn) được quyền chỉ định người ngồi vị trí 1, 3, 5... uống hộ mình 1 ly.","Số lẻ uống hộ số chẵn",Chaos
1782,ITEM,"[SỰ KIỆN] Domino Đổ: Bạn uống 1 ngụm. Người bên phải uống 2 ngụm. Người tiếp theo 3 ngụm... Cứ thế tăng dần cho đến hết vòng.","Uống tăng dần",Hard
1783,GROUP_TRUTH,"Lý do: Ai đang bắt chéo chân PHẢI lên chân TRÁI? Vì dáng ngồi này làm tắc mạch máu. Uống cho thông.","Hội chéo chân phải uống 1 ly",Body
1784,ITEM,"[SỰ KIỆN] Áo Cộc Tay vs Áo Dài Tay: Bên nào quân số ít hơn thì phải uống để 'bảo tồn'. Nếu bằng nhau thì tất cả cùng uống.","Phe ít người hơn uống 1 ly",Fashion
1785,ITEM,"[SỰ KIỆN] Định Luật Bảo Toàn: Người rót rượu gần nhất và người được rót rượu gần nhất cùng uống giao bôi.","2 người liên quan uống",Fun
1786,ITEM,"[SỰ KIỆN] Tứ Trụ Triều Đình: 4 người ngồi ở 4 góc bàn (hoặc 4 hướng Đông Tây Nam Bắc) phải đứng dậy uống.","4 góc bàn uống 1 ly",Position
1787,GROUP_TRUTH,"Lý do: Ai đang để tay lên bàn? Vì chiếm diện tích quá. Bỏ tay xuống hoặc uống.","Hội để tay lên bàn uống 1 ly",Position
1788,ITEM,"[SỰ KIỆN] Gắp Thăm May Mắn: Bạn nhắm mắt, xoay 3 vòng rồi chỉ tay loạn xạ. Trúng ai người đó uống. Trúng không khí thì bạn uống.","Tùy ngón tay chỉ",Luck
1789,ITEM,"[SỰ KIỆN] Bom Hẹn Giờ: Đếm số 1-2-3... theo vòng tròn. Ai đếm trúng số ngày sinh của bạn (VD bạn sinh ngày 15, ai đếm 15) thì người đó nổ banh xác.","Người trùng ngày sinh uống 2 ly",Luck
1790,GROUP_TRUTH,"Lý do: Ai có tóc mái che trán? Vì che giấu sự thông minh.","Hội tóc mái uống 1 ly",Fashion
1791,ITEM,"[SỰ KIỆN] Cơn Mưa Ngang Qua: Bạn cầm thìa gõ vào bát/cốc. Gõ bao nhiêu tiếng thì người ngồi cách bạn bấy nhiêu ô (về bên phải) phải uống.","Người bị chỉ định uống",Math
1792,ITEM,"[SỰ KIỆN] Đảo Chính: Tất cả những người chưa bị phạt ly nào từ đầu cuộc chơi đến giờ phải uống 1 ly 'khai vị'.","Hội bất tử uống 1 ly",Fair
1793,GROUP_TRUTH,"Lý do: Ai đang dùng ốp lưng điện thoại màu đen? Vì cuộc đời u ám quá.","Team ốp đen uống 1 ly",Object
1794,ITEM,"[SỰ KIỆN] Kính Lão Đắc Thọ: 3 người lớn tuổi nhất bàn uống 1 ly chúc sức khỏe các em.","Hội người cao tuổi uống 1 ly",Age
1795,ITEM,"[SỰ KIỆN] Tre Già Măng Mọc: 3 người trẻ tuổi nhất bàn uống 1 ly để mau lớn.","Hội nhi đồng uống 1 ly",Age
1796,GROUP_TRUTH,"Lý do: Ai không đeo đồng hồ? Vì không biết quý trọng thời gian.","Hội không đồng hồ uống 1 ly",Object
1797,ITEM,"[SỰ KIỆN] Vòng Tròn Olympic: 5 người ngồi liên tiếp nhau (bắt đầu từ bạn) uống giao bôi dây chuyền (móc tay vào nhau).","5 người uống 1 ly",Teamwork
1798,ITEM,"[SỰ KIỆN] Sàng Lọc Tự Nhiên: Ai đang cầm điện thoại trên tay thì uống. Ai không cầm thì thoát.","Hội nghiện điện thoại uống 1 ly",Action
1799,ITEM,"[SỰ KIỆN] Đổi Vị Trí: Người ngồi vị trí số 1 (bạn) uống. Người ngồi vị trí số 2 uống. Người ngồi vị trí số 4 uống. Người ngồi vị trí số 8 uống (Cấp số nhân).","1-2-4-8 uống 1 ly",Math
1800,GROUP_TRUTH,"Lý do: Ai đang đi giày thể thao (Sneaker)? Vì đi nhậu mà đi giày kín quá bí chân.","Team Sneaker uống 1 ly",Fashion
1801,ITEM,"[SỰ KIỆN] Chọn Lọc Ngẫu Nhiên: Bạn tung 1 đồng xu (hoặc nắp chai). Sấp: Những người bên TRÁI bạn uống. Ngửa: Những người bên PHẢI bạn uống.","Một nửa bàn uống",Luck
1802,ITEM,"[SỰ KIỆN] Cô Lập Kẻ Thù: Bạn ghét ai nhất bàn? Chỉ tay vào người đó. Hai người ngồi cạnh người đó (bảo kê) phải uống thay.","2 vệ sĩ uống 1 ly",Tactical
1803,GROUP_TRUTH,"Lý do: Ai có tên lót là 'Thị' hoặc 'Văn'? Tên phổ thông quá, uống phạt.","Team Thị/Văn uống 1 ly",Name
1804,ITEM,"[SỰ KIỆN] Đồng Hồ Cát: Bắt đầu từ bạn, mọi người lần lượt uống. Người sau phải uống nhiều hơn người trước một chút (nhấp môi -> nửa ly -> cạn ly).","Uống tăng dần theo vòng",Flow
1805,ITEM,"[SỰ KIỆN] Thử Thách Tình Bạn: Bạn chọn 1 người. Người đó chọn 1 người khác. Người thứ 3 chọn người thứ 4... Dây chuyền 5 người. Người cuối cùng bị chọn phải uống.","Người thứ 5 uống 1 ly",Chain
1806,GROUP_TRUTH,"Lý do: Ai đang mặc áo có cổ (sơ mi, polo)? Vì lịch sự quá mức quy định.","Team áo có cổ uống 1 ly",Fashion
1807,ITEM,"[SỰ KIỆN] Cặp Đôi Hoàn Hảo: Người ngồi đối diện bạn và người ngồi đối diện của người bên cạnh bạn uống. (Hai cặp đối đỉnh).","2 cặp đối diện uống",Position
1808,ITEM,"[SỰ KIỆN] Xả Kho: Ai còn bia trong ly thì uống hết. Ai ly rỗng thì rót đầy rồi... để đó (không uống).","Người còn bia uống cạn",Clean
1809,GROUP_TRUTH,"Lý do: Ai có tóc rẽ ngôi giữa (bổ luống)? Vì nhìn 'quyển vở' quá.","Team Đan Trường uống 1 ly",Hair
1810,ITEM,"[SỰ KIỆN] Vòng Quay Mặt Trời: Quay chai bia. Chai dừng lại. Người bị chai chỉ và 2 người bên cạnh họ phải đứng lên xoay 1 vòng rồi uống.","3 người uống 1 ly",Fun
1811,ITEM,"[SỰ KIỆN] Luật Nhân Quả: Ai đã từng chỉ định bạn uống trong ván này? Tất cả những người đó phải uống lại 1 ly tạ lỗi.","Những kẻ từng hại bạn uống",Karma
1812,GROUP_TRUTH,"Lý do: Ai dùng điện thoại iPhone đời cũ (có nút Home)? Vì hoài cổ.","Team nút Home uống 1 ly",Tech
1813,ITEM,"[SỰ KIỆN] Cơn Lốc Màu Da Cam: Ai mặc áo màu cam, đỏ, vàng (tông nóng) phải uống. Tông lạnh (xanh, đen, trắng) cổ vũ.","Team màu nóng uống 1 ly",Color
1814,ITEM,"[SỰ KIỆN] Sóng Thần: Bắt đầu từ bạn. Bạn uống. Người bên trái uống. Người bên phải uống. Người đối diện uống. (Hình chữ Thập).","4 người hình chữ thập uống",Position
1815,GROUP_TRUTH,"Lý do: Ai đi tất (vớ) lệch màu hoặc rách? Tự thú đi.","Hội cái bang uống 1 ly",Bựa
1816,ITEM,"[SỰ KIỆN] Vì Sao Đưa Anh Tới: Bạn chỉ lên trời. Ai nhìn theo tay bạn thì người đó uống. Ai không nhìn thì thoát.","Kẻ tò mò uống 1 ly",Trick
1817,ITEM,"[SỰ KIỆN] Chia Rẽ Nội Bộ: Những cặp đôi (người yêu) đang ngồi cạnh nhau phải tách ra ngồi xa nhau. Nếu không tách, uống mỗi người 2 ly.","Cặp đôi uống hoặc tách",Love
1818,GROUP_TRUTH,"Lý do: Ai có hình xăm ở vị trí kín đáo (không lộ ra ngoài)? Tự giác uống.","Hội mực ngầm uống 1 ly",Body
1819,ITEM,"[SỰ KIỆN] Bốc Thăm May Rủi: Viết tên mọi người ra giấy. Bốc 1 tên. Người đó uống 1 ly. Bốc tên mình thì mình uống 2 ly.","Xổ số uống 1 ly",Luck
1820,ITEM,"[SỰ KIỆN] Đại Tiệc: Tất cả mọi người cùng đứng dậy, cụng ly hô 'Một Hai Ba Zô' và uống 50% ly để tăng tình đoàn kết.","Cả làng uống 50%",Party
1571,CURSE,"Lời nguyền 'Lè Lưỡi': Trong 1 vòng tới, khi nói chuyện bắt buộc phải thè lưỡi ra ngoài (nói đớt). Ai thụt lưỡi vào là phạt.","Thụt lưỡi uống 1 ly",Bựa
1572,DARE,"Cởi tất (vớ) của người ngồi đối diện và ngửi một hơi thật sâu, sau đó miêu tả hương vị như một Sommelier (chuyên gia thử rượu).","Ói hoặc không làm uống 2 ly",Hardcore
1573,PARTNER,"Chọn 1 người. Hai bạn phải dùng má (hoặc trán) kẹp một miếng chanh/đá và giữ trong 1 phút.","Rơi uống 1 ly",Fun
1574,MINI-GAME,"Trò chơi 'Phun Mưa': Hai người ngậm ngụm nước. Nhìn nhau. Những người xung quanh làm trò hề. Ai phun nước vào mặt đối phương trước thì thắng.","Người phun trước (thắng) được quyền lau mặt bằng áo người thua",Hard
1575,VOTE,"Ai là người có 'mùi cơ thể' đặc trưng nhất bàn (hoặc ở bẩn nhất)? Chỉ tay vạch mặt.","Kẻ nặng mùi uống 1 ly",Chaos
1576,SKILL,"Thử thách 'Uống kiểu Chó': Đổ bia ra bát (hoặc đĩa sâu lòng). Bạn phải cúi xuống liếm/uống hết mà không dùng tay.","Không làm uống 2 ly",Bựa
1577,ITEM,"[GIỮ LẠI] Thẻ 'Thánh Liếm': Dùng thẻ này để bắt một người phải liếm một vật bất kỳ trong quán (cột nhà, bàn, ghế, ly...).","Nạn nhân phải liếm",Hardcore
1578,SECRET,"[ĐỌC THẦM] Lén bỏ một vật lạ (mẩu giấy, nắp chai, hạt lạc) vào mũ/túi áo người bên cạnh. Nếu họ không biết, bạn thắng.","Bị phát hiện uống 1 ly",Tactical
1579,BUDDY,"Chọn Đồng Minh 'Dính Chặt': Chọn 1 người. Hai bạn phải buộc cổ tay vào nhau bằng dây giày (hoặc khăn) trong 1 vòng.","Tách ra uống 1 ly",Fun
1580,TRUTH,"Mô tả màu sắc và kiểu dáng đồ lót bạn đang mặc chi tiết nhất có thể.","Không nói uống 2 ly",18+
1581,DARE,"Liếm ngón chân cái của người ngồi bên phải (hoặc xin phép họ).","Ghê quá không làm uống 3 ly",Hardcore
1582,BRAIN,"Kể tên 3 từ lóng chỉ bộ phận nhạy cảm (mà không nói tục tĩu quá mức). Trong 5 giây.","Ngượng mồm uống 1 ly",18+
1583,CURSE,"Lời nguyền 'Ngứa Ngáy': Trong 1 vòng tới, cứ 30 giây phải gãi nách hoặc gãi mông một lần như bị ghẻ.","Quên gãi uống 1 ly",Bựa
1584,PARTNER,"Chọn 1 người. Người này nằm ngửa ra ghế/sàn, người kia chống tay hít đất phía trên (mặt đối mặt). Làm 5 cái.","Sập vào người nhau uống 1 ly",Physical
1585,MINI-GAME,"Trò chơi 'Ai Dài Hơn': (Dành cho nam) So độ dài ngón tay giữa. Ai ngắn hơn uống. (Dành cho nữ) So độ dài móng tay.","Ngắn hơn uống 1 ly",Body
1586,VOTE,"Ai là người có nụ hôn 'ướt át' (nhiều nước bọt) nhất? Chỉ tay.","Thánh phun mưa uống 1 ly",Fun
1587,SKILL,"Dùng nách kẹp chặt lon bia và mở nắp (nếu dám). Hoặc kẹp vỡ quả trứng/bánh phồng tôm.","Không làm được uống 1 ly",Skill
1588,ITEM,"[GIỮ LẠI] Thẻ 'Hỗn Dược': Bạn được quyền pha chế một ly 'Thập cẩm' (Bia + Nước ngọt + Đồ ăn + Nước đá...) và chỉ định 1 người uống.","Nạn nhân uống ly thập cẩm",Hardcore
1589,SECRET,"[ĐỌC THẦM] Giả vờ ngửi nách mình rồi nhăn mặt. Ai hỏi 'Hôi à?' hoặc nhìn bạn ái ngại, người đó dính bẫy.","Kẻ tò mò uống 1 ly",Tactical
1590,GROUP_TRUTH,"Ai đã từng đi vệ sinh nặng xong mà... tắc bồn cầu nhà người khác? Tự giác uống.","Thánh phá hoại uống 1 ly",Bựa
1591,DARE,"Ra giữa quán, nằm sấp xuống sàn và trườn như con sâu (hoặc bơi cạn) một đoạn ngắn.","Ngại không làm uống 2 ly",Chaos
1592,TRUTH,"Bạn đã bao giờ 'tự sướng' (thủ dâm) mà bị người thân bắt gặp chưa?","Không khai uống 3 ly",18+
1593,PARTNER,"Chọn 1 người. Hai bạn phải đổi giày cho nhau (người này đi giày người kia) trong 1 vòng.","Không đổi uống 1 ly (mùi lắm)",Fun
1594,CURSE,"Lời nguyền 'Mắt Lác': Trong 1 vòng tới, khi nhìn ai phải cố tình làm mắt lác (mắt lé).","Mắt bình thường uống 1 ly",Fun
1595,MINI-GAME,"Thi 'Ngoáy Mũi': Ai ngoáy mũi (giả vờ hoặc thật) nhìn 'phê' nhất và buồn cười nhất do cả bàn bầu chọn thì Thắng.","Diễn dở uống 1 ly",Bựa
1596,VOTE,"Ai là người hay 'xì hơi' (đánh rắm) trộm nhất? Chỉ tay vạch mặt kẻ ô nhiễm môi trường.","Thánh xì hơi uống 1 ly",Fun
1597,BRAIN,"Kể tên 3 loại bệnh da liễu (Ghẻ, Hắc lào, Lang ben...). Trong 5 giây.","Ở sạch quá uống 1 ly",Skill
1598,SKILL,"Dùng lưỡi liếm cùi chỏ của chính mình. (Cực khó).","Không làm được uống 1 ly (Cố liếm cho vui)",Skill
1599,ITEM,"[GIỮ LẠI] Thẻ 'Liếm Kem': Bôi một ít kem bánh (hoặc bọt bia) lên mặt một người. Người đó không được lau trong 5 phút.","Lau đi uống 1 ly",Bựa
1600,SECRET,"[ĐỌC THẦM] Nhìn chằm chằm vào đũng quần người đối diện. Nếu họ lấy tay che hoặc khép chân lại, họ thua.","Nạn nhân ngại ngùng uống 1 ly",Tactical
1601,DARE,"Gọi điện cho người yêu cũ và rên rỉ 3 tiếng 'Á... Á... Á...' rồi tắt máy.","Không dám làm uống 3 ly",Hardcore
1602,TRUTH,"Nếu phải ngủ với 1 người cùng giới trong bàn này để cứu thế giới, bạn chọn ai?","Không chọn uống 2 ly",18+
1603,PARTNER,"Chọn 1 người. Hai bạn thi 'Đẩy mông'. Đứng quay lưng, dùng mông húc nhau. Ai mất thăng bằng trước thì thua.","Thua uống 1 ly",Physical
1604,CURSE,"Lời nguyền 'Liếm Mép': Sau mỗi câu nói, bạn phải thè lưỡi liếm mép một cái thật gợi đòn.","Quên liếm uống 1 ly",Bựa
1605,BUDDY,"Chọn Đồng Minh 'Hôi Nách': Chọn người bạn nghĩ là... thơm nhất. Trong 1 vòng tới, hễ bạn giơ tay lên, người đó phải nín thở (và ngược lại).","Quên nín thở uống 1 ly",Fun
1606,MINI-GAME,"Trò chơi 'Ai Bẩn Hơn': Kể ra một việc bẩn thỉu mình từng làm (VD: 3 ngày không tắm). Ai có việc 'bẩn' nhất (do cả bàn vote) thì được miễn uống. Người sạch sẽ nhất uống.","Người ở sạch uống 1 ly",Bựa
1607,VOTE,"Ai là người có tư thế ngủ xấu nhất (ngáy, chảy ke, gác chân)? Chỉ tay.","Nết ngủ xấu uống 1 ly",Fun
1608,BRAIN,"Mô tả 'Chuyện ấy' bằng tên 3 món ăn (VD: Bún mắm, Xúc xích, Trứng ốp...). Trong 5 giây.","Trong sáng quá uống 1 ly",18+
1609,SKILL,"Dùng ngón chân cái kẹp nắp chai bia và gắp bỏ vào cốc.","Không làm được uống 1 ly",Skill
1610,ITEM,"[GIỮ LẠI] Thẻ 'Hoán Đổi Đồ Uống': Đổi ly bia của bạn lấy ly nước ngọt/trà đá của người khác (nếu có).","Người kia phải uống bia",Tactical
1611,SECRET,"[ĐỌC THẦM] Giả vờ gãi đầu và làm rơi 'gàu' (vụn giấy ăn) lên vai người bên cạnh. Nếu họ phủi đi, họ dính bẫy.","Người sạch sẽ uống 1 ly",Tactical
1612,GROUP_TRUTH,"Ai đã từng 'tè' vào chai bia/lon nước ngọt rồi ném đi? Tự thú đi.","Hội phá hoại uống 1 ly",Bựa
1613,DARE,"Cho đá lạnh vào trong miệng, ngậm tan một nửa rồi nhả lại vào ly của... người bên cạnh (nếu họ đồng ý). Nếu không, tự nuốt.","Không làm uống 2 ly",Hardcore
1614,TRUTH,"Bạn đã bao giờ tò mò về kích thước/hình dáng 'cái đó' của bạn bè chưa?","Nói dối uống 2 ly",18+
1615,PARTNER,"Chọn 1 người. Hai bạn cùng làm động tác 'Khỉ bắt chấy' cho nhau (vạch tóc tìm chấy) trong 30 giây.","Cười uống 1 ly",Bựa
1616,CURSE,"Lời nguyền 'Gãi Mông': Trong 1 vòng tới, trước khi cầm ly lên uống phải đứng dậy gãi mông 3 cái.","Quên gãi uống 1 ly",Bựa
1617,MINI-GAME,"Thi 'Ai rên hay hơn': Cả bàn nhắm mắt. Hai người được chỉ định thi rên (giả vờ đau hoặc sướng). Ai rên giống thật hơn thắng.","Rên dở uống 1 ly",18+
1618,VOTE,"Ai là người có khả năng 'bị cắm sừng' nhiều lần nhất mà vẫn ngu ngơ? Chỉ tay.","Chúa tể những chiếc sừng uống 1 ly",Fun
1619,BRAIN,"Kể tên 3 tư thế... Yoga khó nhất. Trong 5 giây. (Đừng nghĩ bậy).","Đầu óc đen tối uống 1 ly",Skill
1620,ITEM,"[GIỮ LẠI] Thẻ 'Xả Lũ': Bạn được quyền đi vệ sinh ngay lập tức và kéo theo 1 người khác đi cùng (để canh cửa).","Người canh cửa uống 1 ly",TacticalID,Category,Content,Penalty,Difficulty
1771,ITEM,"[SỰ KIỆN] Nhảy Cóc (Lẻ): Bắt đầu từ bạn là số 1. Những người ở vị trí Lẻ (1, 3, 5, 7...) theo chiều kim đồng hồ phải uống.","Team số Lẻ uống 1 ly",Position
1772,ITEM,"[SỰ KIỆN] Nhảy Cóc (Chẵn): Bắt đầu từ bạn là số 1. Những người ở vị trí Chẵn (2, 4, 6, 8...) theo chiều kim đồng hồ phải uống.","Team số Chẵn uống 1 ly",Position
1773,ITEM,"[SỰ KIỆN] Tam Giác Quỷ: Bạn chọn ra 2 người khác để tạo thành một hình tam giác đều (hoặc gần đều) với bạn. Cả 3 cùng uống.","Tam giác uống 1 ly",Position
1774,ITEM,"[SỰ KIỆN] Bắn Tỉa Xa: Người ngồi xa bạn nhất (đối diện) và 2 người ngồi cạnh người đó (tổng 3 người) bị dính đạn.","Phe đối diện uống 1 ly",Position
1775,ITEM,"[SỰ KIỆN] Lây Lan Cục Bộ: Bạn uống. Người bên Trái bạn uống. Người bên Trái của người đó uống. (Tổng 3 người liên tiếp).","3 người liên tiếp uống",Position
1776,ITEM,"[SỰ KIỆN] Phong Tỏa Biên Giới: Chỉ có Bạn và Người ngồi đối diện được AN TOÀN. Tất cả những người còn lại (hai bên sườn) phải uống.","Hai bên sườn uống 1 ly",Chaos
1777,ITEM,"[SỰ KIỆN] Cách 2 ô uống 1 ô: Bắt đầu từ bạn (Uống) -> Bỏ 2 người -> Người thứ 4 Uống -> Bỏ 2 người -> Người thứ 7 Uống.","Theo quy luật uống 1 ly",Math
1778,ITEM,"[SỰ KIỆN] Chia Bàn: Kẻ một đường thẳng tưởng tượng chia đôi bàn nhậu. Phe bên nào đông người hơn thì phe đó uống. Nếu bằng nhau thì phe có Bạn uống.","Phe đông dân uống 1 ly",War
1779,ITEM,"[SỰ KIỆN] Vệ Tinh: Bạn là Trái Đất (không uống). Hai người ngồi cạnh bạn là Mặt Trăng (Uống 1 ly). Những người còn lại là Sao Hỏa (Uống 2 ly).","Mọi người uống trừ bạn",Power
1780,GROUP_TRUTH,"Lý do: Ai đang ngồi ghế có dựa lưng? Vì sướng quá hóa rồ. (Ai ngồi ghế đẩu không dựa thì thoát).","Hội ghế dựa uống 1 ly",Position
1781,ITEM,"[SỰ KIỆN] So Le Ngược: Người ngồi vị trí 2, 4, 6... (tính từ bạn) được quyền chỉ định người ngồi vị trí 1, 3, 5... uống hộ mình 1 ly.","Số lẻ uống hộ số chẵn",Chaos
1782,ITEM,"[SỰ KIỆN] Domino Đổ: Bạn uống 1 ngụm. Người bên phải uống 2 ngụm. Người tiếp theo 3 ngụm... Cứ thế tăng dần cho đến hết vòng.","Uống tăng dần",Hard
1783,GROUP_TRUTH,"Lý do: Ai đang bắt chéo chân PHẢI lên chân TRÁI? Vì dáng ngồi này làm tắc mạch máu. Uống cho thông.","Hội chéo chân phải uống 1 ly",Body
1784,ITEM,"[SỰ KIỆN] Áo Cộc Tay vs Áo Dài Tay: Bên nào quân số ít hơn thì phải uống để 'bảo tồn'. Nếu bằng nhau thì tất cả cùng uống.","Phe ít người hơn uống 1 ly",Fashion
1785,ITEM,"[SỰ KIỆN] Định Luật Bảo Toàn: Người rót rượu gần nhất và người được rót rượu gần nhất cùng uống giao bôi.","2 người liên quan uống",Fun
1786,ITEM,"[SỰ KIỆN] Tứ Trụ Triều Đình: 4 người ngồi ở 4 góc bàn (hoặc 4 hướng Đông Tây Nam Bắc) phải đứng dậy uống.","4 góc bàn uống 1 ly",Position
